"source","count"
"[Tibotec BVBA]","17"
"[Värmland County Council, Sweden]","6"
"[Unidad de Investigacion Medica en Epidemiologia Clinica]","1"
"[Medical Acoustics LLC]","3"
"[Osaka Saiseikai Nakatsu Hospital]","1"
"[Lexicor Medical Technology, LLC]","1"
"[POM Wonderful LLC]","4"
"[AOP Orphan Pharmaceuticals AG]","11"
"[Centro Pediatrico Albina de Patino]","6"
"[Jeroen Bosch Ziekenhuis]","8"
"[Tongji University]","27"
"[India Diabetes Research Foundation & Dr. A. Ramachandran's Diabetes Hospitals]","12"
"[Tirat Carmel Mental Health Center]","6"
"[AxioMed Spine Corporation]","2"
"[Pathfinder Therapeutics]","5"
"[Polish Lymphoma Research Group]","6"
"[Okuvision GmbH]","4"
"[Groupe Français d'Etude Génétique des Spondylarthropathies]","1"
"[Photopharmica]","1"
"[Universidad Autonoma de Queretaro]","10"
"[Orthopedic Hospital Vienna Speising]","7"
"[Lallemand SAS]","2"
"[Somnus Therapeutics, Inc.]","1"
"[University of the Pacific]","12"
"[Back and Rehabilitation Center, Copenhagen]","4"
"[Adamas Pharmaceuticals, Inc.]","10"
"[Centro Regional para el Estudio de las Enfermedades Digestivas]","2"
"[Hainan Medical College]","1"
"[Clionsky, Mitchell, Ph.D., ABPP(CN)]","1"
"[Liverpool Heart and Chest Hospital NHS Foundation Trust]","22"
"[Elgan Pharma Ltd.]","3"
"[Servicio Canario de Salud]","7"
"[Dialysis Clinic, Inc.]","3"
"[BHR Pharma, LLC]","4"
"[Fundacio Puigvert]","6"
"[Groupe de Recherche sur le Handicap Respiratoire]","1"
"[Scynexis, Inc.]","17"
"[Williams Center Plastic Surgery Specialists]","1"
"[Royal College of Anesthesiologists of Thailand]","1"
"[Antria]","4"
"[Odessa National Medical University]","6"
"[Association de Recherche Experimentale et Clinique en Chirurgie Digestive]","1"
"[VentriPoint Diagnostics Ltd.]","2"
"[Tahitian Noni International, Inc.]","3"
"[Trident Pharmaceuticals Inc]","1"
"[St. Anna Kinderkrebsforschung]","12"
"[Dairy Research Institute]","1"
"[Beijing Administration of Traditional Chinese Medicine Bureau]","1"
"[Synerx Pharma, LLC]","1"
"[Pharco Pharmaceuticals]","2"
"[Alliance of Cardiothoracic and Vascular Surgeons]","1"
"[Yamauchi, Paul Steven, M.D., Ph.D.]","1"
"[Universidade Federal de Santa Catarina]","23"
"[GL Pharm Tech Corporation]","15"
"[University of Gaziantep]","24"
"[Jubilant DraxImage Inc.]","2"
"[European University Cyprus]","6"
"[Institute for Atherosclerosis Research, Russia]","7"
"[Bionov]","4"
"[North Shore Medical Center]","1"
"[Respiratory Technology Corporation]","1"
"[Meiji Seika Pharma Co., Ltd.]","8"
"[Fundación para la Lucha contra las Enfermedades Neurológicas de la Infancia]","2"
"[Qilu Hospital of Shandong University]","115"
"[Ospedale Santa Maria delle Croci]","4"
"[Karlstad Central Hospital]","4"
"[Applied Biology, Inc.]","16"
"[Poxel SA]","13"
"[Sears, Douglas, M.D.]","1"
"[Universidade do Vale do Sapucai]","30"
"[Center for Studies of Sensory Impairment, Aging and Metabolism]","3"
"[Wilkes University]","3"
"[IGF Oncology, LLC]","2"
"[Puratos]","1"
"[Beijing AmsinoMed Medical Device Co., Ltd]","2"
"[Plaza del Hospital Civil]","2"
"[Mathys Ltd Bettlach]","4"
"[Invectys]","3"
"[Beijing Sanbo Brain Hospital]","12"
"[Zhejiang Provincial Tongde Hospital]","1"
"[Instytut Diabetologii Sp. z o.o.]","1"
"[Mercy Facial Plastic Surgery Center]","1"
"[Blue Earth Diagnostics]","8"
"[Smartfish AS]","1"
"[Military Medical Academy, Belgrade, Serbia]","3"
"[Azienda Ospedaliera Bolognini di Seriate Bergamo]","6"
"[Anadolu Medical Center]","1"
"[Anteris Technologies Ltd.]","4"
"[CSEM Centre Suisse d'Electronique et de Microtechnique SA - Recherche et Developpement]","5"
"[Hôpital du Valais]","10"
"[CleveXel Pharma]","1"
"[Mindmaze SA]","3"
"[Pharmasoft]","1"
"[MurciaSalud]","2"
"[Society for Cardiovascular Magnetic Resonance]","2"
"[Casen Recordati S.L.]","1"
"[Interregional Public Organization, Russian Respiratory Society]","2"
"[Asan Foundation]","3"
"[Sichuan Provincial People's Hospital]","24"
"[Qingfeng Pharmaceutical Group]","1"
"[Cynata Therapeutics Limited]","4"
"[Himchan Hospital]","1"
"[Amazon University]","3"
"[Public Strategies]","1"
"[Southeast Clinical Research Associates, LLC]","2"
"[Orthopädie- und Rehatechnik Dresden GmbH]","1"
"[Xuhui Central Hospital, Shanghai]","2"
"[National Taiwan University Hospital Hsin-Chu Branch]","30"
"[Clinique Medipole Garonne]","5"
"[Happify Inc.]","6"
"[Nucletron Operations BV]","2"
"[United Laboratories]","4"
"[Midwest Center for Joint Replacement]","1"
"[Vigeo Therapeutics, Inc.]","1"
"[Çanakkale Onsekiz Mart University]","4"
"[Scientific Medical Society, Kazakhstan]","1"
"[Allysta Pharmaceutical]","4"
"[Centre de Maternité de Monastir]","2"
"[Badalona Serveis Assistencials]","1"
"[Brust-Zentrum AG]","4"
"[Aswan University Hospital]","92"
"[Ministry of Health, Saudi Arabia]","15"
"[Dermax SA]","1"
"[Grupo de Investigação em Bioquímica e Biologia Oral]","3"
"[Nanjing Sanhome Pharmaceutical, Co., Ltd.]","17"
"[Hospital Nacional Profesor Alejandro Posadas]","6"
"[Panoptes Pharma GmbH]","2"
"[Actuate Therapeutics Inc.]","4"
"[Gary Onik MD]","1"
"[HEDSV]","1"
"[OliPass Corporation]","2"
"[May Health]","2"
"[Istanbul Kültür University]","9"
"[Entia Ltd]","11"
"[Russian Society of Colorectal Surgeons]","13"
"[Centro de Investigaciones Medicas y Ensayos Clinicos Dr Italo Fabbri]","1"
"[Fundacion Podoactiva]","2"
"[General Hospital of Larissa]","2"
"[RDO Pharm.]","2"
"[BCN Checkpoint]","1"
"[Nocimed, LLC]","1"
"[Notable Labs]","1"
"[MED-LIFE DISCOVERIES LP]","1"
"[Hawthorne Effect Inc.]","4"
"[Mnazi Mmoja National Referral Hospital]","1"
"[Arvid Carlsson Research AB]","1"
"[Surp Pırgiç Armenian Hospital]","1"
"[Robocath]","2"
"[Pingale, Vidya, OTR]","1"
"[EyeGene Inc.]","2"
"[Arjil Pharmaceuticals LLC]","1"
"[Institut National d'Oncologie, Morocco]","2"
"[Sfantul Pantelimon Emergency Hospital]","1"
"[Trustem]","1"
"[CJshine Technology Company Ltd.]","1"
"[American Institute for Cancer Research]","1"
"[University of Pharmacy, Yangon]","1"
"[Thomas More University of Applied Sciences]","4"
"[Cytocom, Inc.]","1"
"[Kliniken Beelitz GmbH]","2"
"[CND Life Sciences]","3"
"[Fundació Eurecat]","12"
"[Creative Biosciences (Guangzhou) Co., Ltd.]","4"
"[Cardionomic Inc.]","2"
"[Galaxia Empírica]","2"
"[AlaMab Therapeutics (Shanghai) Inc.]","2"
"[Reumatologiklinikken]","1"
"[Arjo France]","1"
"[Taksim Egitim ve Arastirma Hastanesi]","2"
"[Da Zen Theranostics Inc]","1"
"[Ophirex, Inc.]","3"
"[King Faisal Specialist Hospital and Research Centre Madinah]","1"
"[Implants Diffusion International]","1"
"[Dr. James J. Wiens Medical Corporation]","1"
"[Welldoc]","2"
"[International Hellenic University]","5"
"[Stiftung Swiss Tumor Institute]","2"
"[Xfibra, Inc.]","1"
"[ACM Biolabs]","1"
"[Universitas Syiah Kuala]","1"
"[Premama Inc.]","1"
"[Desmond Tutu TB Centre]","1"
"[MultiplAI Health Limited]","1"
"[Laboratorio Pablo Cassara S.R.L.]","1"
"[Canada Royal Enoch Phytomedicine Co., Ltd.]","1"
"[Cellworks Group Inc.]","1"
"[Bright Uro]","1"
"[William Jewell College]","1"
"[Synedgen, Inc.]","1"
"[Mebias Discovery, Inc]","1"
"[Ardahan University]","1"
"[New View Optometric Center]","1"
"[Hinge Health, Inc]","1"
"[LUNGevity Foundation]","1"
"[Innovo Therapeutics, Inc.]","2"
"[South Dakota State University]","14"
"[Tufts University]","189"
"[New York Botanical Garden]","1"
"[Janssen-Cilag Pty Ltd]","12"
"[Javeriana University]","7"
"[Koronis Pharmaceuticals.]","2"
"[Sha'ar Menashe Mental Health Center]","8"
"[Public Health England]","40"
"[Protalix]","15"
"[Maimonides Medical Center]","85"
"[Committee on Chinese Medicine and Pharmacy]","1"
"[Gruppo di Ricerca GISSI]","4"
"[University College of Antwerp]","5"
"[Conceivex]","1"
"[Narayana Nethralaya]","3"
"[Worthington-Kirsch, Robert L., M.D.]","1"
"[Medivation, Inc.]","13"
"[ZOLL Circulation, Inc., USA]","10"
"[Southern California University of Health Sciences]","9"
"[Centre for Chronic Disease Control, India]","5"
"[Psykiatrisk Center Gentofte]","2"
"[Ciphergen Biosystems]","1"
"[Cardiovascular Research Foundation, New York]","4"
"[Triemli Hospital]","11"
"[Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement]","39"
"[ProstaPlant Urology System Ltd.]","1"
"[Hospital Hietzing]","14"
"[Thorax National Institute]","1"
"[Hallym University Medical Center]","47"
"[Masaryk University]","30"
"[Prisma Health-Upstate]","59"
"[Azienda Unita' Sanitaria Locale Di Modena]","4"
"[Finnish Defense Forces]","4"
"[Bledina]","4"
"[Tripep AB]","1"
"[CardioKinetix, Inc]","7"
"[Institute of Progressive Medicine]","2"
"[Crucell Holland BV]","33"
"[Verastem, Inc.]","20"
"[Madaus Inc]","1"
"[Siami, Paul F., M.D.]","2"
"[Empi, A DJO Company]","1"
"[Southwest Hospital, China]","86"
"[Memorial Health System]","2"
"[Baruch College City University of New York]","1"
"[Miami Research Associates]","3"
"[Gen-Probe, Incorporated]","12"
"[Taewoong Medical Co., Ltd.]","7"
"[Sigmoid Pharma]","2"
"[Spirocor]","1"
"[Cliniche Humanitas Gavazzeni]","2"
"[University of Lagos, Nigeria]","5"
"[Universidade Positivo]","3"
"[Association of Research on the Biology of Liver Tumors]","1"
"[Center for Clinical Pharmacology Research Bdbeq S.A.]","4"
"[Azienda Usl di Bologna]","25"
"[Omicron Pharmaceuticals]","3"
"[Telsar Pharma Inc.]","1"
"[London School of Economics and Political Science]","4"
"[Jothydev's Diabetes and Research Centre]","3"
"[Affordance]","1"
"[International Centre for Infectious Diseases, Canada]","3"
"[Canadian Research & Education in Arthritis]","2"
"[Avalo Therapeutics, Inc.]","19"
"[Goztepe Training and Research Hospital]","11"
"[Ministry of Health, Spain]","5"
"[Sanguine Biosciences]","9"
"[Noblewell]","8"
"[Tainan Municipal Hospital]","4"
"[Hospital de Clínicas Dr. Manuel Quintela]","3"
"[Aleva Neurotherapeutics SA]","4"
"[BriovaRx Infusion Services]","3"
"[Convergence Pharmaceuticals]","2"
"[Jeevan Jyoti Hospital]","1"
"[NephroCare Spain]","2"
"[Pin Siang Medical Biotechnology Co., Ltd.]","1"
"[National Center of Neurology and Psychiatry, Japan]","7"
"[AKARI Therapeutics]","9"
"[EASL - CLIF Consortium]","1"
"[Royer Biomedical, Inc.]","1"
"[Pitié-Salpêtrière Hospital]","7"
"[Kunshan First People's Hospital Affiliated to Jiangsu University]","1"
"[Biosearch S.A.]","19"
"[American Medical Association Foundation]","1"
"[University of South-Eastern Norway]","7"
"[MedicalLogic]","1"
"[Yooyoung Pharmaceutical Co., Ltd.]","19"
"[Detroit Clinical Research Center]","1"
"[Konya Meram State Hospital]","39"
"[Mapi Pharma Ltd.]","3"
"[Centre Hospitalier Universitaire Dinant Godinne - UCL Namur]","6"
"[Replicor Inc.]","7"
"[Wako Life Sciences]","1"
"[Indian Spinal Injuries Centre]","1"
"[Beijing Biostar Pharmaceuticals Co., Ltd.]","8"
"[TaiwanJ Pharmaceuticals Co., Ltd]","5"
"[Associated Retinal Consultants, Michigan]","1"
"[Curatek Pharmaceuticals, LLC]","3"
"[Suven Life Sciences Limited]","10"
"[IP Santé Domicile]","1"
"[GLWL Research Inc.]","2"
"[Instituto Nacional de Parasitologia Dr. Mario Fatala Chaben]","1"
"[Urological Research Network, LLC]","5"
"[Drug Induced Liver Disease Study Group]","5"
"[Juna d.o.o.]","2"
"[Fundación de investigación HM]","15"
"[Shenzhen Bao'an Maternal and Child Health Hospital]","1"
"[Cambridge Memorial Hospital]","1"
"[InSource Diagnostics]","1"
"[GenoSaber]","4"
"[Click Therapeutics, Inc.]","9"
"[Lion TCR Pte. Ltd.]","5"
"[Dance Biopharm Inc.]","4"
"[Kepler University Hospital]","18"
"[Eyenez LLC]","1"
"[Brazilian National Cancer Institute]","2"
"[Huai'an No.1 People's Hospital]","4"
"[Universiti Sultan Zainal Abidin]","4"
"[AGA Clinical Research Associates, LLC]","1"
"[Aventura Hospital and Medical Center]","2"
"[Allist Pharmaceuticals, Inc.]","10"
"[Hospital del Trabajador de Santiago]","2"
"[Brac]","2"
"[Spero Therapeutics]","17"
"[ONY]","3"
"[iPulse Medical Ltd. (Livia)]","1"
"[B. J. Medical College, Ahmedabad]","1"
"[AnestesiaR]","2"
"[Zhongshan Hospital Xiamen University]","15"
"[Ospedale Borgo Trento - Verona]","1"
"[Dermis Pharma]","1"
"[Nanyang Technological University]","28"
"[Ostschweizer Kinderspital]","3"
"[Gastrovital]","1"
"[Hovione Scientia Limited]","2"
"[Ambu A/S]","10"
"[Biodesix, Inc.]","3"
"[Indiana University Health Methodist Hospital]","1"
"[Canisius College]","2"
"[Neurana Pharmaceuticals, Inc.]","5"
"[Realm Therapeutics, Inc.]","2"
"[Noom Inc.]","10"
"[Magenta Therapeutics, Inc.]","7"
"[Dr. Erfan and Bagedo General Hospital]","1"
"[University of Évora]","21"
"[Hospital Siberia-Serena]","1"
"[Dimini Konsortium]","1"
"[Elidah, Inc.]","2"
"[Jacksonville University]","3"
"[Stimdia Medical, Inc.]","1"
"[University Department of Geriatric Medicine FELIX PLATTER]","6"
"[CoapTech]","2"
"[Agalimmune Ltd.]","1"
"[Leaf Vertical Inc.]","2"
"[Kendall Healthcare Group, Ltd.]","5"
"[DisperSol Technologies, LLC]","2"
"[Ajman University]","12"
"[Ghurki Trust and Teaching Hospital]","4"
"[NGoggle]","1"
"[Fitbit Inc]","3"
"[RANI Therapeutics]","3"
"[VISUfarma SpA]","7"
"[EpiDestiny, Inc.]","4"
"[Companion Medical, Inc.]","1"
"[Tanabe Research Laboratories USA Inc]","1"
"[MJHS Institute for Innovation in Palliative Care]","3"
"[Bielefeld University]","3"
"[Universidad de Los Lagos]","3"
"[Medality Medical]","1"
"[RadianQbio]","1"
"[Klinikum Emden]","4"
"[Nouscom SRL]","2"
"[Unidade de Saude da Ilha de Sao Miguel]","2"
"[Pediatric Spine Foundation]","2"
"[Sungkyunkwan University]","5"
"[Phathom Pharmaceuticals, Inc.]","9"
"[Capacity Builders Inc.]","1"
"[Aurigene Discovery Technologies Limited]","4"
"[Center of Endosurgery and Lithotripsy, Moscow, Russia]","1"
"[Sociedad Española De Medicina Interna]","1"
"[BioEclipse Therapeutics]","1"
"[Southern Health and Social Care Trust]","1"
"[Oncostellae S.L]","1"
"[Frederick Health]","2"
"[Children's Harbor, Inc.]","1"
"[MELISA Institute Genomics & Proteomics Research SpA]","1"
"[Zona Health, Inc]","1"
"[Pharmassist Ltd]","2"
"[Relay Therapeutics, Inc.]","3"
"[Clinica San Camilo, Argentina]","1"
"[Austarpharma, LLC]","1"
"[Garden City University College]","1"
"[Paradigm Laboratories LLC]","1"
"[Fluisense ApS]","1"
"[University of Oradea]","3"
"[National Institute of Mental Health, Czech Republic]","8"
"[Praxis Bioresearch, LLC]","1"
"[Alternativa International S.A]","1"
"[Tianjin Union Medical Center]","1"
"[Asociacion Benefica Prisma]","1"
"[Exscientia AI Limited]","1"
"[Nova Eye, Inc.]","3"
"[Taylor's University]","2"
"[Dr. C. Bonorino Udaondo Gastroenterology Hospital]","1"
"[St. Catherine University]","2"
"[Hospital Clínico Universitario Lozano Blesa]","1"
"[Nordic Biotic Sp. z o.o.]","3"
"[LEC Eye Centre]","1"
"[Third People's Hospital of Jingdezhen City]","2"
"[Jianan Psychiatric Center, Ministry of Health and Welfare]","1"
"[Avicenna Research Institute]","2"
"[SightSage Foods and Nutrition Inc.]","1"
"[Liver Institute PLLC]","1"
"[Bioxytran Inc.]","2"
"[Santa Maria della Misericordia Rovigo Hospital]","1"
"[Hangzhou Dinova EP Technology Co., Ltd]","3"
"[Ewha Womans University Seoul Hospital]","1"
"[Rhoshan Pharmaceuticals Inc]","1"
"[Mila (bMotion Technologies)]","1"
"[vandfys]","1"
"[Qualitas Health]","1"
"[Instituto Nacional de Salud, Colombia]","1"
"[Loulou Foundation]","1"
"[Laguna Health, Inc]","1"
"[Alzeca Biosciences, Inc.]","1"
"[Nalo Therapeutics Inc.]","1"
"[The First People's Hospital of Neijiang]","1"
"[Vogenx, Inc.]","2"
"[H-CYTE]","1"
"[Clinique Mutualiste la Sagesse]","1"
"[Department for Psychosomatic Medicine and Psychotherapy, University for Continuing Education Krems]","1"
"[Shaw Cancer Center]","1"
"[Endo Tools Therapeutics S.A.]","1"
"[Uskudar State Hospital]","16"
"[Association Francaise du Lupus et Autres Maladies Auto-immunes (AFL+)]","1"
"[Metamorphosis LTD]","1"
"[Horsholm Municipality]","1"
"[Memorial Sloan Kettering Cancer Center]","1616"
"[Incara Pharmaceuticals]","1"
"[BioMarin Pharmaceutical]","90"
"[Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center]","75"
"[BioNumerik Pharmaceuticals, Inc.]","6"
"[University of Massachusetts, Boston]","18"
"[Medtronic Spinal and Biologics]","63"
"[Calliditas Therapeutics AB]","11"
"[Latin American Cooperative Onco-Haematology Group - Peru]","1"
"[Michigan Heart, PC]","1"
"[Avera Pharmaceuticals]","4"
"[Segraves, R., T., M.D., Ph.D.]","1"
"[Pharming Technologies B.V.]","16"
"[New Mexico VA Healthcare System]","7"
"[Johnson & Johnson Vision Care, Inc.]","194"
"[Università Vita-Salute San Raffaele]","50"
"[National University of Natural Medicine]","23"
"[Innovaderm Research Inc.]","31"
"[Institut Universitaire Romand de Sante au Travail]","1"
"[German Heart Center]","1"
"[Norton Community Hospital]","1"
"[Theravance Biopharma]","55"
"[pfm medical ag]","8"
"[Cardinal Tien Hospital]","4"
"[Debiopharm International SA]","42"
"[Tohoku University]","8"
"[R&R Inc.]","1"
"[Archimedes Development Ltd]","4"
"[NeoVista]","3"
"[Q.Mundewadi Ayurvedic Research & Charitable Trust]","1"
"[National Istitute For Health and Welfare, Finland]","1"
"[Satakunta Central Hospital]","4"
"[Cognition Pharmaceuticals, LLC]","1"
"[Virobay Inc.]","3"
"[TopSpin Medical]","2"
"[Southern New Jersey Cardiac Specialists]","1"
"[TorreyPines Therapeutics]","3"
"[USDA Grand Forks Human Nutrition Research Center]","49"
"[Cosmetique Active International]","22"
"[Satiety, Inc.]","2"
"[Kettering Health Network]","15"
"[Princess Alexandra Hospital, Brisbane, Australia]","8"
"[Spectros Corporation]","5"
"[Universidad del Valle, Colombia]","11"
"[Radiant Research]","4"
"[Translational Research in Oncology]","10"
"[University of Palermo]","80"
"[WideMed LTD.]","1"
"[Lehigh Center for Clinical Research]","1"
"[CyberKnife Centers of San Diego]","2"
"[Tinea Pharmaceuticals]","2"
"[Noveome Biotherapeutics, formerly Stemnion]","12"
"[Brooklyn College of the City University of New York]","5"
"[Georgia Reproductive Specialists]","1"
"[Tianjin Medical University Cancer Institute and Hospital]","220"
"[Region Gävleborg]","14"
"[St. Barnabas Medical Center]","5"
"[Mid Cheshire Hospitals NHS Foundation Trust]","1"
"[Cognitive Research Corporation]","1"
"[Pergamum AB]","1"
"[Sewon Cellontech Co., Ltd.]","11"
"[Center for Research on Reproductive Health of Campinas]","1"
"[Fonterra Research Centre]","6"
"[Great Ormond Street Hospital for Children NHS Foundation Trust]","68"
"[Glenveigh Medical]","1"
"[Fenwal, Inc.]","1"
"[TcLand Expression S.A.]","2"
"[Eventus Diagnostics Ltd]","4"
"[Calvary Mater Newcastle, Australia]","1"
"[Instituto de Medicina Molecular João Lobo Antunes]","4"
"[Pivot Medical Inc.]","1"
"[Texas Tech University]","55"
"[Institut Investigacio Sanitaria Pere Virgili]","19"
"[Ageless Regenerative Institute]","16"
"[Hospital Federal de Bonsucesso]","5"
"[Centro Universitario de Maringa]","1"
"[Hanscom, Thomas, M.D.]","1"
"[Novocol Pharmaceutical of Canada, Inc.]","1"
"[Kaiser Franz Josef Hospital]","3"
"[Savara Inc.]","11"
"[Prima BioMed Ltd]","3"
"[Université Libre de Bruxelles]","32"
"[University of Heidelberg Medical Center]","17"
"[Woman's Health University Hospital, Egypt]","46"
"[Absenger Cancer Education Foundation]","1"
"[Bergen Knee Group]","1"
"[University of Geneva, Switzerland]","41"
"[ProtAffin Biotechnologie AG]","1"
"[Olatec Therapeutics LLC]","8"
"[Fatih University]","3"
"[Medicina e Arte Onlus]","1"
"[International Rescue Committee]","8"
"[Instituto de Oftalmología Fundación Conde de Valenciana]","19"
"[Projeto Praça Onze]","1"
"[Center for Disease Control and Prevention, Henan Province]","1"
"[Allergy & Asthma Research Center, San Antonio, TX]","1"
"[Uniform Data System for Medical Rehabilitation]","1"
"[Seventh Sense Biosystems]","3"
"[Deacon Biosciences, Inc.]","1"
